,Symbol,Name,MarketCap,Sector,Industry
724,DPZ,Domino&#39;s Pizza Inc,8235767733.54,Consumer Non-Durables,Food Distributors
725,CIT,CIT Group Inc (DEL),8229974140.71,Finance,Finance: Consumer Services
726,BAK,Braskem S.A.,8220729437.97,Basic Industries,Major Chemicals
727,CPL,CPFL Energia S.A.,8219661573.95,Public Utilities,Electric Utilities: Central
728,IT,"Gartner, Inc.",8166769320.83,Consumer Services,Other Consumer Services
729,STLD,"Steel Dynamics, Inc.",8160495948.92,Basic Industries,Steel/Iron Ore
730,VER,VEREIT Inc.,8153837853.12,Consumer Services,Real Estate Investment Trusts
731,ARMK,Aramark,8152314739.16,Consumer Services,Restaurants
732,WRB,W.R. Berkley Corporation,8144053148.0,Finance,Property-Casualty Insurers
733,RGA,"Reinsurance Group of America, Incorporated",8122277845.0,Finance,Life Insurance
734,FMC,FMC Corporation,8110630977.0,Basic Industries,Major Chemicals
735,EVHC,Envision Healthcare Corporation,8086523532.1,Health Care,Medical/Nursing Services
736,MHG,Marine Harvest ASA,8074536596.88,n/a,n/a
737,AER,Aercap Holdings N.V.,8069417349.6,Technology,Diversified Commercial Services
738,ANSS,"ANSYS, Inc.",8067790253.88,Technology,Computer Software: Prepackaged Software
739,IBB,iShares Nasdaq Biotechnology Index Fund,8062075000.0,n/a,n/a
740,VOYA,"Voya Financial, Inc.",7952239066.32,Finance,Life Insurance
741,NFX,Newfield Exploration Company,7933505936.09,Energy,Oil & Gas Production
742,ACH,Aluminum Corporation of China Limited,7928820536.0,Basic Industries,Aluminum
743,UGI,UGI Corporation,7914000798.0,Public Utilities,Natural Gas Distribution
744,KKR,KKR & Co. L.P.,7902754786.62,Finance,Investment Managers
745,SPLK,Splunk Inc.,7887317284.08,Technology,Computer Software: Prepackaged Software
746,MSCI,MSCI Inc,7882875955.0,Miscellaneous,Business Services
747,SPB           ,"Spectrum Brands Holdings, Inc.",7880714205.52,Miscellaneous,Industrial Machinery/Components
748,RRC,Range Resources Corporation,7861691802.14,Energy,Oil & Gas Production
749,BR,"Broadridge Financial Solutions, Inc.",7843641446.13,Miscellaneous,Business Services
750,ATO,Atmos Energy Corporation,7835863367.04,Public Utilities,Oil/Gas Transmission
751,WF,Woori Bank,7814434696.44,Finance,Commercial Banks
752,MRVL,Marvell Technology Group Ltd.,7786107000.0,Technology,Semiconductors
753,SEIC,SEI Investments Company,7764745791.99,Finance,Investment Bankers/Brokers/Service
754,WR,"Westar Energy, Inc.",7757112716.52,Public Utilities,Power Generation
755,HAR,"Harman International Industries, Incorporated",7756374410.78,Consumer Non-Durables,Consumer Electronics/Appliances
756,ALGN,"Align Technology, Inc.",7749794344.5,Health Care,Industrial Specialties
757,FLR,Fluor Corporation,7745096346.48,Basic Industries,Military/Government/Technical
758,AR,Antero Resources Corporation,7738554420.35,Energy,Oil & Gas Production
759,HP,"Helmerich & Payne, Inc.",7691400128.7,Energy,Oil & Gas Production
760,MIDD,The Middleby Corporation,7669475410.14,Technology,Industrial Machinery/Components
761,ZAYO,"Zayo Group Holdings, Inc.",7626658965.96,Public Utilities,Telecommunications Equipment
762,ROL,"Rollins, Inc.",7619710820.04,Finance,Diversified Commercial Services
763,ASML,ASML Holding N.V.,7615311190.06,Technology,Industrial Machinery/Components
764,FTI,TechnipFMC plc,7608415330.17,Energy,Metal Fabrications
765,JWN,"Nordstrom, Inc.",7595852355.7,Consumer Services,Clothing/Shoe/Accessory Stores
766,TRIP,"TripAdvisor, Inc.",7557521710.83,Technology,"Computer Software: Programming, Data Processing"
767,CCK,"Crown Holdings, Inc.",7521090274.6,Consumer Durables,Containers/Packaging
768,YNDX,Yandex N.V.,7517213170.24,Technology,"Computer Software: Programming, Data Processing"
769,AFG,"American Financial Group, Inc.",7515651801.52,Finance,Property-Casualty Insurers
770,EDU,"New Oriental Education & Technology Group, Inc.",7490966509.26,Consumer Services,Other Consumer Services
771,RDY,Dr. Reddy&#39;s Laboratories Ltd,7472030925.86,Health Care,Major Pharmaceuticals
772,EWBC,"East West Bancorp, Inc.",7435987166.48,Finance,Major Banks
773,ASH,Ashland Global Holdings Inc.,7428263721.6,Consumer Durables,Specialty Chemicals
774,TRQ,Turquoise Hill Resources Ltd.,7425440390.61,Basic Industries,Precious Metals
775,TRMB,Trimble Inc.,7422292244.86,Capital Goods,Industrial Machinery/Components
776,AES,The AES Corporation,7409137565.6,Basic Industries,Electric Utilities: Central
777,CDNS,"Cadence Design Systems, Inc.",7402981300.0,Technology,Computer Software: Prepackaged Software
778,WOOF,VCA Inc. ,7393008661.38,Consumer Non-Durables,Farming/Seeds/Milling
779,VAR,"Varian Medical Systems, Inc.",7392860194.68,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
780,TFX,Teleflex Incorporated,7390811907.03,Health Care,Medical/Dental Instruments
781,NWS,News Corporation,7383081157.1,Consumer Services,Newspapers/Magazines
782,JAZZ,Jazz Pharmaceuticals plc,7380532442.05,Health Care,Major Pharmaceuticals
783,UHAL,Amerco,7352332266.36,Consumer Services,Rental/Leasing Companies
784,KT,KT Corporation,7335700008.0,Public Utilities,Telecommunications Equipment
785,COMM,"CommScope Holding Company, Inc.",7331338442.0,Technology,Radio And Television Broadcasting And Communications Equipment
786,EQGP,"EQT GP Holdings, LP",7306229250.0,Public Utilities,Natural Gas Distribution
787,CEA,China Eastern Airlines Corporation Ltd.,7297450201.86,Transportation,Air Freight/Delivery Services
788,NYCB,"New York Community Bancorp, Inc.",7296114489.16,Finance,Banks
789,LAMR,Lamar Advertising Company,7292359714.21,Consumer Services,Real Estate Investment Trusts
790,PE,"Parsley Energy, Inc.",7284655577.1,Energy,Oil & Gas Production
791,BRX,Brixmor Property Group Inc.,7276318146.57,Consumer Services,Real Estate Investment Trusts
792,LDOS,"Leidos Holdings, Inc.",7264073052.36,Technology,EDP Services
793,ST,Sensata Technologies Holding N.V.,7246182481.53,Capital Goods,Industrial Machinery/Components
794,ODFL,"Old Dominion Freight Line, Inc.",7232421896.96,Transportation,Trucking Freight/Courier Services
795,ARCC,Ares Capital Corporation,7228439515.76,n/a,n/a
796,NWSA,News Corporation,7185423866.28,Consumer Services,Newspapers/Magazines
797,RL,Ralph Lauren Corporation,7181478411.83,Consumer Non-Durables,Apparel
798,REG,Regency Centers Corporation,7177645257.83,Consumer Services,Real Estate Investment Trusts
799,H,Hyatt Hotels Corporation,7173684952.82,Consumer Services,Hotels/Resorts
800,XRX,Xerox Corporation,7167400024.68,Miscellaneous,Business Services
801,KRC,Kilroy Realty Corporation,7152638281.75,Consumer Services,Real Estate Investment Trusts
802,CPT,Camden Property Trust,7135724349.48,Consumer Services,Real Estate Investment Trusts
803,PVH,PVH Corp.,7123612053.8,Consumer Non-Durables,Apparel
804,JEC,Jacobs Engineering Group Inc.,7109643025.16,Basic Industries,Military/Government/Technical
805,NI,"NiSource, Inc",7093776294.5,Public Utilities,Power Generation
806,AVY,Avery Dennison Corporation,7088179904.55,Consumer Durables,Containers/Packaging
807,JHX,James Hardie Industries plc.,7080588654.82,Capital Goods,Building Materials
808,CSL,Carlisle Companies Incorporated,7078077358.51,Basic Industries,Specialty Chemicals
809,AXTA,Axalta Coating Systems Ltd.,7071999389.87,Basic Industries,Paints/Coatings
810,MKTX,"MarketAxess Holdings, Inc.",7070234974.72,Finance,Investment Bankers/Brokers/Service
811,PHM,"PulteGroup, Inc.",7014990033.87,Capital Goods,Homebuilding
812,NVR,"NVR, Inc.",6989728280.34,Capital Goods,Homebuilding
813,KSS,Kohl&#39;s Corporation,6967152302.88,Consumer Services,Department/Specialty Retail Stores
814,UTHR,United Therapeutics Corporation,6957410856.34,Health Care,Major Pharmaceuticals
815,JKHY,"Jack Henry & Associates, Inc.",6957337562.24,Technology,EDP Services
816,LN,LINE Corporation,6931332240.0,Technology,"Computer Software: Programming, Data Processing"
817,RPM,RPM International Inc.,6931248988.46,Basic Industries,Paints/Coatings
818,SABR,Sabre Corporation,6873960852.88,Technology,"Computer Software: Programming, Data Processing"
819,MTN,"Vail Resorts, Inc.",6861079297.08,Consumer Services,Services-Misc. Amusement & Recreation
820,VXUS,Vanguard Total International Stock ETF,6855168813.0,n/a,n/a
821,ENBL,"Enable Midstream Partners, LP",6845761649.9,Public Utilities,Natural Gas Distribution
822,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,6841933788.69,Public Utilities,Water Supply
823,FDS,FactSet Research Systems Inc.,6841012751.3,Technology,"Computer Software: Programming, Data Processing"
824,TSU,TIM Participacoes S.A.,6836995709.4,Public Utilities,Telecommunications Equipment
825,IEX,IDEX Corporation,6821393660.15,Capital Goods,Fluid Controls
826,KORS,Michael Kors Holdings Limited,6789985407.66,Consumer Non-Durables,Apparel
827,SPR,"Spirit Aerosystems Holdings, Inc.",6788147115.6,Capital Goods,Military/Government/Technical
828,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",6783480000.0,Basic Industries,Major Chemicals
829,AIV,Apartment Investment and Management Company,6782268110.31,Consumer Services,Real Estate Investment Trusts
830,VIPS,Vipshop Holdings Limited,6779670880.65,Consumer Services,Catalog/Specialty Distribution
831,LII,"Lennox International, Inc.",6766684153.57,Capital Goods,Industrial Machinery/Components
832,HUBB,Hubbell Inc,6763499688.64,Capital Goods,Electrical Products
833,GGB,Gerdau S.A.,6761702684.88,Capital Goods,Steel/Iron Ore
834,DXCM,"DexCom, Inc.",6714600144.24,Health Care,Medical/Dental Instruments
835,PACW,PacWest Bancorp,6705399360.66,Finance,Major Banks
836,OZRK,Bank of the Ozarks,6640103134.98,Finance,Major Banks
837,AA,Alcoa Corporation,6633077878.7,Capital Goods,Metal Fabrications
838,OGE,OGE Energy Corporation,6628141209.21,Public Utilities,Electric Utilities: Central
839,CSGP,"CoStar Group, Inc.",6625920620.89,Miscellaneous,Business Services
840,ANET,"Arista Networks, Inc.",6619328184.28,Technology,Computer Communications Equipment
841,OAK,"Oaktree Capital Group, LLC",6616483150.9,Finance,Investment Managers
842,SCZ,iShares MSCI EAFE Small-Cap ETF,6567120000.0,n/a,n/a
843,TAL,TAL Education Group,6563636460.9,Consumer Services,Other Consumer Services
844,ARW,"Arrow Electronics, Inc.",6548733602.9,Consumer Non-Durables,Electronic Components
845,WCG,"WellCare Health Plans, Inc.",6546486629.4,Health Care,Medical Specialities
846,SSNC,"SS&C Technologies Holdings, Inc.",6532681070.68,Technology,Computer Software: Prepackaged Software
847,PSO,"Pearson, Plc",6531191260.0,Consumer Services,Books
848,MAN,ManpowerGroup,6527489575.04,Technology,Professional Services
849,NDSN,Nordson Corporation,6522860815.02,Capital Goods,Industrial Machinery/Components
850,WPC,W.P. Carey Inc.,6512873636.0,Consumer Services,Real Estate Investment Trusts
851,SRCL,"Stericycle, Inc.",6507184626.88,Basic Industries,Environmental Services
852,LEG,"Leggett & Platt, Incorporated",6491515610.8,Consumer Durables,Home Furnishings
853,GLPI,"Gaming and Leisure Properties, Inc.",6485131435.13,Consumer Services,Real Estate Investment Trusts
854,TKC,Turkcell Iletisim Hizmetleri AS,6476800000.0,Public Utilities,Telecommunications Equipment
855,ZG,"Zillow Group, Inc.",6472450355.6,Miscellaneous,Business Services
856,FLS,Flowserve Corporation,6427373833.79,Capital Goods,Fluid Controls
857,CPRT,"Copart, Inc.",6412237876.2,Consumer Durables,Automotive Aftermarket
858,PHI,PLDT Inc.,6410374844.25,Public Utilities,Telecommunications Equipment
859,EQM,"EQT Midstream Partners, LP",6397385767.62,Public Utilities,Natural Gas Distribution
860,Z,"Zillow Group, Inc.",6380012672.0,Miscellaneous,Business Services
861,CBOE,"CBOE Holdings, Inc.",6378444717.0,Finance,Investment Bankers/Brokers/Service
862,TTC,Toro Company (The),6362195052.95,Capital Goods,Tools/Hardware
863,MD,"Mednax, Inc",6352347851.52,Health Care,Hospital/Nursing Management
864,ALLE,Allegion plc,6331257322.32,Consumer Services,Diversified Commercial Services
865,ENLK,"EnLink Midstream Partners, LP",6322073356.2,Public Utilities,Natural Gas Distribution
866,IART,Integra LifeSciences Holdings Corporation,6297201405.12,Capital Goods,Biotechnology: Laboratory Analytical Instruments
867,KEYS,Keysight Technologies Inc.,6295475932.56,Capital Goods,Industrial Machinery/Components
868,ACC,American Campus Communities Inc,6291911283.02,Consumer Services,Real Estate Investment Trusts
869,QGEN,Qiagen N.V.,6290595979.52,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
870,BERY,BPC Acquisition Corp,6289100000.0,Consumer Non-Durables,Plastic Products
871,JBLU,JetBlue Airways Corporation,6273939648.48,Transportation,Air Freight/Delivery Services
872,ENH,Endurance Specialty Holdings Ltd,6271811538.74,Finance,Property-Casualty Insurers
873,PF,"Pinnacle Foods, Inc.",6262464730.08,Consumer Non-Durables,Packaged Foods
874,CPG,Crescent Point Energy Corporation,6257126937.6,Energy,Oil & Gas Production
875,OC,Owens Corning Inc,6250922991.32,Capital Goods,Industrial Machinery/Components
876,BEAV,"B/E Aerospace, Inc.",6248593909.5,Capital Goods,Military/Government/Technical
877,BNDX,Vanguard Total International Bond ETF,6234727282.16,n/a,n/a
878,KAR,"KAR Auction Services, Inc",6224208596.65,Consumer Durables,Automotive Aftermarket
879,MIC,Macquarie Infrastructure Company,6204680265.36,Energy,Oil Refining/Marketing
880,NNN,National Retail Properties,6201280688.55,Consumer Services,Real Estate Investment Trusts
881,ELS,"Equity Lifestyle Properties, Inc.",6193983270.64,Consumer Services,Real Estate Investment Trusts
882,MSCC,Microsemi Corporation,6184173340.8,Technology,Semiconductors
883,WST,"West Pharmaceutical Services, Inc.",6184057802.0,Basic Industries,Specialty Chemicals
884,WBC,Wabco Holdings Inc.,6182347120.92,Capital Goods,Auto Manufacturing
885,ESRT,"Empire State Realty Trust, Inc.",6179744058.48,Consumer Services,Real Estate Investment Trusts
886,TEAM,Atlassian Corporation Plc,6167693470.8,Technology,Computer Software: Prepackaged Software
887,OHI,"Omega Healthcare Investors, Inc.",6162605992.3,Consumer Services,Real Estate Investment Trusts
888,AGNC,AGNC Investment Corp.,6144215189.12,Consumer Services,Real Estate Investment Trusts
889,ACWI,iShares MSCI ACWI Index Fund,6128552000.0,n/a,n/a
890,STE,STERIS plc,6107069480.96,Health Care,Industrial Specialties
891,RHI,Robert Half International Inc.,6086012597.04,Technology,Professional Services
892,IPGP,IPG Photonics Corporation,6064327382.98,Technology,Semiconductors
893,RSPP,"RSP Permian, Inc.",6051643581.36,Energy,Oil & Gas Production
894,PTC,PTC Inc.,6033378553.09,Technology,Computer Software: Prepackaged Software
895,ADNT,Adient plc,6009191678.64,n/a,n/a
896,GIL,"Gildan Activewear, Inc.",6002338446.72,Consumer Non-Durables,Apparel
897,AM,Antero Midstream Partners LP,5992714548.6,Public Utilities,Natural Gas Distribution
898,BBBY,Bed Bath & Beyond Inc.,5981042086.53,Consumer Services,Home Furnishings
899,USFD,US Foods Holding Corp.,5978496664.3,Consumer Non-Durables,Food Distributors
900,GDDY,GoDaddy Inc.,5959798004.38,Technology,EDP Services
901,PSXP,Phillips 66 Partners LP,5944952209.24,Energy,Natural Gas Distribution
902,GNTX,Gentex Corporation,5916423714.95,Capital Goods,Auto Parts:O.E.M.
903,AVT,"Avnet, Inc.",5913143071.75,Consumer Non-Durables,Electronic Components
904,PKI,"PerkinElmer, Inc.",5889159575.04,Capital Goods,Biotechnology: Laboratory Analytical Instruments
905,BRO,"Brown & Brown, Inc.",5881774136.15,Finance,Specialty Insurers
906,SPLS,"Staples, Inc.",5874433061.91,Consumer Services,Other Specialty Stores
907,BPY,Brookfield Property Partners L.P.,5860206511.28,Finance,Real Estate
908,ERIE,Erie Indemnity Company,5833457674.08,Finance,Specialty Insurers
909,PBCT,"People&#39;s United Financial, Inc.",5832348691.31,Finance,Savings Institutions
910,WINS,Wins Finance Holdings Inc.,5827108865.25,Finance,Finance: Consumer Services
911,TRU,TransUnion,5825377179.84,Finance,Finance: Consumer Services
912,VEEV,Veeva Systems Inc.,5823915461.54,Technology,Computer Software: Prepackaged Software
913,RNR,RenaissanceRe Holdings Ltd.,5823506929.0,Finance,Property-Casualty Insurers
914,ICL,Israel Chemicals Shs,5820336106.32,Basic Industries,Agricultural Chemicals
915,CGNX,Cognex Corporation,5820146273.56,Capital Goods,Industrial Machinery/Components
916,BURL,"Burlington Stores, Inc.",5817903467.37,Consumer Services,Department/Specialty Retail Stores
917,GXP,Great Plains Energy Inc,5812965054.0,Public Utilities,Electric Utilities: Central
918,ALSN,"Allison Transmission Holdings, Inc.",5795058758.88,Capital Goods,Auto Parts:O.E.M.
919,LYV,"Live Nation Entertainment, Inc.",5791849824.15,Consumer Services,Services-Misc. Amusement & Recreation
920,SHLX,"Shell Midstream Partners, L.P.",5789414546.6,Energy,Natural Gas Distribution
921,RS,Reliance Steel & Aluminum Co.,5789163339.54,Basic Industries,Metal Fabrications
922,TLLP,Tesoro Logistics LP,5782719648.96,Energy,Natural Gas Distribution
923,STWD,"STARWOOD PROPERTY TRUST, INC.",5774458166.07,Consumer Services,Real Estate Investment Trusts
924,DKS,Dick&#39;s Sporting Goods Inc,5767524966.4,Consumer Services,Other Specialty Stores
925,MSM,"MSC Industrial Direct Company, Inc.",5767158206.18,Capital Goods,Industrial Machinery/Components
926,TER,"Teradyne, Inc.",5756964624.32,Capital Goods,Electrical Products
927,SMI,Semiconductor  Manufacturing International Corporation,5732503180.32,Technology,Semiconductors
928,FTNT,"Fortinet, Inc.",5727607383.8,Technology,Computer peripheral equipment
929,ACM,AECOM,5726851464.0,Consumer Services,Military/Government/Technical
930,ON,ON Semiconductor Corporation,5712390387.4,Technology,Semiconductors
931,AXS,Axis Capital Holdings Limited,5710899784.15,Finance,Property-Casualty Insurers
932,SUI,"Sun Communities, Inc.",5696797577.04,Consumer Services,Real Estate Investment Trusts
933,CHK,Chesapeake Energy Corporation,5679295302.4,Energy,Oil & Gas Production
934,ZNH,China Southern Airlines Company Limited,5660809132.2,Transportation,Air Freight/Delivery Services
935,CBSH,"Commerce Bancshares, Inc.",5642092453.17,Finance,Major Banks
936,BKFS,"Black Knight Financial Services, Inc.",5641067652.3,Technology,Computer Software: Prepackaged Software
937,DEI,"Douglas Emmett, Inc.",5639834567.8,Consumer Services,Real Estate Investment Trusts
938,CFR,"Cullen/Frost Bankers, Inc.",5620426166.58,Finance,Major Banks
939,CG,The Carlyle Group L.P.,5617473628.8,Finance,Investment Managers
940,BIO,"Bio-Rad Laboratories, Inc.",5601905341.2,Capital Goods,Biotechnology: Laboratory Analytical Instruments
941,SCI,Service Corporation International,5558470420.64,Consumer Services,Other Consumer Services
942,SIX,Six Flags Entertainment Corporation New,5555638561.95,Consumer Services,Services-Misc. Amusement & Recreation
943,AIZ,"Assurant, Inc.",5550751311.92,Finance,Accident &Health Insurance
944,DCI,"Donaldson Company, Inc.",5547698480.17,Capital Goods,Pollution Control Equipment
945,RAD,Rite Aid Corporation,5545975291.56,Health Care,Medical/Nursing Services
946,ARRS,ARRIS International plc,5536877361.12,Technology,Radio And Television Broadcasting And Communications Equipment
947,LPT,Liberty Property Trust,5524018698.82,Consumer Services,Real Estate Investment Trusts
948,VIP,VimpelCom Ltd.,5520912455.4,Public Utilities,Telecommunications Equipment
949,LW,"Lamb Weston Holdings, Inc.",5516645937.18,Consumer Non-Durables,Packaged Foods
950,DDR,DDR Corp.,5501325113.04,Consumer Services,Real Estate Investment Trusts
951,SON,Sonoco Products Company,5494683591.25,Consumer Durables,Containers/Packaging
952,ULTI,"The Ultimate Software Group, Inc.",5486956846.8,Technology,Computer Software: Prepackaged Software
953,ORI,Old Republic International Corporation,5483090714.4,Finance,Property-Casualty Insurers
954,LECO,"Lincoln Electric Holdings, Inc.",5474498963.47,Technology,Industrial Machinery/Components
955,THO,"Thor Industries, Inc.",5472103426.46,Consumer Non-Durables,Homebuilding
956,SMG,Scotts Miracle-Gro Company (The),5458703964.9,Basic Industries,Agricultural Chemicals
957,BC,Brunswick Corporation,5452224826.58,Energy,Industrial Machinery/Components
958,WSO,"Watsco, Inc.",5448449091.6,Consumer Durables,Industrial Machinery/Components
959,RIG,Transocean Ltd.,5446177606.49,Energy,Oil & Gas Production
960,MDU,"MDU Resources Group, Inc.",5433367740.32,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
961,POST,"Post Holdings, Inc.",5411082062.64,Consumer Non-Durables,Packaged Foods
962,IAC,IAC/InterActiveCorp,5410743185.44,Consumer Services,Other Specialty Stores
963,PII,Polaris Industries Inc.,5409778299.84,Capital Goods,Industrial Specialties
964,X,United States Steel Corporation,5403142443.79,Basic Industries,Steel/Iron Ore
965,EXEL,"Exelixis, Inc.",5391100357.94,Health Care,Biotechnology: Commercial Physical & Biological Resarch
966,BOKF,BOK Financial Corporation,5387520509.96,Finance,Major Banks
967,IONS,"Ionis Pharmaceuticals, Inc.",5380199705.13,Health Care,Major Pharmaceuticals
968,TYL,"Tyler Technologies, Inc.",5359321168.0,Technology,Computer Software: Prepackaged Software
969,SIG,Signet Jewelers Limited,5358410554.11,Consumer Services,Consumer Specialties
970,IGT,International Game Technology,5329424541.98,Consumer Services,Services-Misc. Amusement & Recreation
971,AMH,American Homes 4 Rent,5305108862.75,Consumer Services,Real Estate Investment Trusts
972,LAZ,Lazard Ltd.,5304561467.84,Finance,Investment Managers
973,AN,"AutoNation, Inc.",5296731617.16,Consumer Durables,Automotive Aftermarket
974,NCR,NCR Corporation,5289142000.0,Miscellaneous,Office Equipment/Supplies/Services
975,EGN,Energen Corporation,5261375244.8,Energy,Oil & Gas Production
976,WTR,"Aqua America, Inc.",5253351572.34,Public Utilities,Water Supply
977,HLF,Herbalife LTD.,5252637896.15,Health Care,Other Pharmaceuticals
978,SATS,EchoStar Corporation,5181173089.52,Technology,Radio And Television Broadcasting And Communications Equipment
979,OSK,Oshkosh Corporation,5181043489.56,Capital Goods,Auto Manufacturing
980,WAL,Western Alliance Bancorporation,5180996423.83,Finance,Major Banks
981,PWR,"Quanta Services, Inc.",5164934735.1,Capital Goods,Engineering & Construction
982,AGO,Assured Guaranty Ltd.,5157640182.36,Finance,Property-Casualty Insurers
983,CSRA,CSRA Inc.,5156095663.5,Technology,EDP Services
984,NRG,"NRG Energy, Inc.",5154338570.98,Public Utilities,Electric Utilities: Central
985,EOCC,Enel Generacion Chile S.A.,5139766197.2,Public Utilities,Electric Utilities: Central
986,MNK,Mallinckrodt plc,5133016705.74,Health Care,Major Pharmaceuticals
987,UBNT,"Ubiquiti Networks, Inc.",5131501893.76,Technology,Radio And Television Broadcasting And Communications Equipment
988,NEU,NewMarket Corporation,5120514312.64,Basic Industries,Major Chemicals
989,AU,AngloGold Ashanti Limited,5116366234.98,Basic Industries,Precious Metals
990,OA,"Orbital ATK, Inc.",5114381481.0,Capital Goods,Military/Government/Technical
991,TOL,Toll Brothers Inc.,5114070470.0,Capital Goods,Homebuilding
992,CLB,Core Laboratories N.V.,5102044541.39,Energy,Oilfield Services/Equipment
993,TLT,iShares 20+ Year Treasury Bond ETF,5097480000.0,n/a,n/a
994,HEI,Heico Corporation,5096563407.52,Capital Goods,Aerospace
995,WFT,Weatherford International plc,5085607030.42,Energy,Metal Fabrications
996,HPT,Hospitality Properties Trust,5072633235.68,Consumer Services,Real Estate Investment Trusts
997,SLM,SLM Corporation,5070689875.84,Finance,Finance: Consumer Services
998,SNV,Synovus Financial Corp.,5063158024.2,Finance,Major Banks
999,SID,National Steel Company,5062106265.31,Capital Goods,Steel/Iron Ore
1000,BRCD,"Brocade Communications Systems, Inc.",5057847223.05,Technology,Computer Communications Equipment
1001,PB,"Prosperity Bancshares, Inc.",5057727840.12,Finance,Major Banks
1002,SQ,"Square, Inc.",5056715681.0,Technology,Computer Software: Prepackaged Software
1003,SERV,"ServiceMaster Global Holdings, Inc.",5041293188.64,Consumer Services,Other Consumer Services
1004,BAH,Booz Allen Hamilton Holding Corporation,5034937947.76,Consumer Services,Professional Services
1005,GGG,Graco Inc.,5026594680.0,Capital Goods,Fluid Controls
1006,XPO,"XPO Logistics, Inc.",5014426844.72,Consumer Services,Transportation Services
1007,LFL,LATAM Airlines Group S.A.,5013584456.61,Transportation,Air Freight/Delivery Services
1008,FBR,Fibria Celulose S.A.,5013108546.3,Basic Industries,Paper
1009,BEP,Brookfield Renewable Partners L.P.,5011853292.96,Public Utilities,Electric Utilities: Central
1010,EXP,Eagle Materials Inc,5008987097.79,Capital Goods,Building Materials
1011,AGCO,AGCO Corporation,5007838227.59,Capital Goods,Industrial Machinery/Components
1012,HIW,"Highwoods Properties, Inc.",5005195094.7,Consumer Services,Real Estate Investment Trusts
1013,SRC,"Spirit Realty Capital, Inc.",5004911629.35,Consumer Services,Building operators
1014,TGNA,TEGNA Inc.,5004481366.74,Consumer Services,Broadcasting
1015,HUN,Huntsman Corporation,5003673926.79,Basic Industries,Major Chemicals
1016,CFX,Colfax Corporation,4970257270.56,Capital Goods,Fluid Controls
1017,MUR,Murphy Oil Corporation,4966250163.0,Energy,Oil & Gas Production
1018,HFC,HollyFrontier Corporation,4963732417.4,Energy,Integrated oil Companies
1019,G,Genpact Limited,4944635230.41,Consumer Services,Professional Services
1020,ATHN,"athenahealth, Inc.",4927798142.96,Miscellaneous,Business Services
1021,SINA,Sina Corporation,4924823552.64,Technology,Computer Software: Prepackaged Software
1022,GRA,W.R. Grace & Co.,4922113383.1,Basic Industries,Major Chemicals
1023,CNK,Cinemark Holdings Inc,4915166855.4,Consumer Services,Movies/Entertainment
1024,VET,Vermilion Energy Inc.,4877154077.92,Energy,Oil & Gas Production
1025,CC,Chemours Company (The),4873159749.2,Basic Industries,Major Chemicals
1026,DLB,Dolby Laboratories,4864400832.0,Miscellaneous,Multi-Sector Companies
1027,PPC,Pilgrim&#39;s Pride Corporation,4860726280.74,Consumer Non-Durables,Meat/Poultry/Fish
1028,CBD,Companhia Brasileira de Distribuicao,4858220760.0,Consumer Services,Food Chains
1029,WEX,WEX Inc.,4849948732.59,Miscellaneous,Business Services
1030,BUFF,"Blue Buffalo Pet Products, Inc.",4848031957.6,Consumer Non-Durables,Packaged Foods
1031,OLN,Olin Corporation,4847439726.64,Basic Industries,Major Chemicals
1032,TFSL,TFS Financial Corporation,4845322056.03,Finance,Savings Institutions
1033,PNRA,Panera Bread Company,4844313697.3,Consumer Services,Restaurants
1034,KGC,Kinross Gold Corporation,4830792882.56,Basic Industries,Precious Metals
1035,FLIR,"FLIR Systems, Inc.",4821721766.4,Capital Goods,Industrial Machinery/Components
1036,OPK,"Opko Health, Inc.",4811517021.94,Health Care,Major Pharmaceuticals
1037,BIVVV,Bioverativ Inc.,4798466622.25,Health Care,Major Pharmaceuticals
1038,PDCE,"PDC Energy, Inc.",4796601969.9,Energy,Oil & Gas Production
1039,WBS,Webster Financial Corporation,4791785882.24,n/a,n/a
1040,SC,Santander Consumer USA Holdings Inc.,4787401010.64,Finance,Finance: Consumer Services
1041,WPX,"WPX Energy, Inc.",4784574540.9,Energy,Oil & Gas Production
1042,EV,Eaton Vance Corporation,4764695892.0,Finance,Investment Managers
1043,SLCA,"U.S. Silica Holdings, Inc.",4747155132.12,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1044,HPP,"Hudson Pacific Properties, Inc.",4739745091.88,Finance,Real Estate
1045,NFG,National Fuel Gas Company,4721367530.88,Public Utilities,Oil/Gas Transmission
1046,SNX,Synnex Corporation,4705773718.1,Technology,Retail: Computer Software & Peripheral Equipment
1047,TTWO,"Take-Two Interactive Software, Inc.",4705418832.12,Technology,Computer Software: Prepackaged Software
1048,ESLT,Elbit Systems Ltd.,4701980030.0,Capital Goods,Military/Government/Technical
1049,ICLR,ICON plc,4701831261.2,Health Care,Biotechnology: Commercial Physical & Biological Resarch
